,0,1,2,3,4,5,6,7,8,9
PROJECT_ID_0066,-1.6286074,-0.24349771,0.09128659,-0.5014164,-0.083658755,-0.70217425,1.3398907,-0.16696641,0.12142181,-0.34163722
PROJECT_ID_0067,-1.3838404,-0.48529592,0.40522483,-0.54939,-0.25174272,0.06171423,1.331572,0.09425278,-0.30750063,0.35332093
PROJECT_ID_0068,-0.49797803,-0.06893496,0.59359497,-0.3787646,0.60118484,-1.1739485,1.2270651,-0.6642257,-0.1161155,-0.66818833
PROJECT_ID_0069,-0.4977139,-0.48655197,0.9152822,-0.8382347,0.60215056,-0.17245716,0.3867191,0.371158,-0.40324605,0.34170607
PROJECT_ID_0070,-0.2715792,-0.03155127,0.26902214,0.22271995,-0.1728942,-0.0075312834,1.1268463,0.41268566,-0.16756886,-0.5991458
PROJECT_ID_0071,-1.1589855,-0.37678638,0.12633075,-0.72338396,0.3675924,-0.36909252,0.98508835,0.12677275,-1.1002212,-0.5257304
PROJECT_ID_0072,-1.1693438,-0.49505985,0.10913382,-0.78431654,0.40701124,-0.41361326,0.9180366,0.084986694,-1.0728776,-0.5020194
PROJECT_ID_0073,-0.5259488,-0.60794187,0.0075227944,-0.23682065,0.031366684,0.20009471,0.67567587,0.48314872,-0.6449197,-0.7215516
PROJECT_ID_0074,-0.5267699,-0.61557215,-0.29294005,0.020801028,-0.5247947,0.28783014,1.425652,0.4858351,-0.2655993,0.069250114
PROJECT_ID_0075,-0.7451844,-0.22931458,0.17901543,-0.24973352,0.075289644,-0.7263973,1.249078,-0.060918376,-0.7848021,-0.7505804
PROJECT_ID_0076,0.2915943,-0.55436385,-0.47709134,0.71705174,0.35679135,-0.80570656,1.2610267,-0.24339339,1.0667707,-0.40806594
PROJECT_ID_0077,-0.5601322,0.06784905,-0.15282136,-0.5127339,-0.08523869,-1.0489008,1.0034144,1.2402991,0.040564463,-0.89168775
PROJECT_ID_0078,-0.5710685,-0.9342842,0.64999866,0.011811697,-0.4476152,0.310813,0.52938086,0.94151825,0.070505984,-0.019249797
PROJECT_ID_0079,-0.6285713,-0.57960117,0.026531063,-0.3161506,0.0611625,0.16149712,0.64289576,0.48570746,-0.59996736,-0.7284628
PROJECT_ID_0080,-0.77486956,-0.33862966,-0.04029048,-0.74836904,-0.6419454,-0.37712234,1.3657243,1.1292697,0.5877435,0.08243176
PROJECT_ID_0081,-0.6570765,-0.26243514,0.014173266,-0.76126677,-0.65147233,-0.0049628955,1.5186474,0.83865523,0.41420284,0.08765109
PROJECT_ID_0082,0.37040406,-1.2367364,0.07264248,-0.7300806,0.6742398,-0.4347857,-0.009076656,0.85161364,0.20164672,-0.4056597
PROJECT_ID_0083,-1.0138657,-0.6169688,0.71889216,-0.8768785,0.59726155,-0.6931851,0.43210796,-0.4916211,0.5308735,-0.85408723
PROJECT_ID_0084,-0.4702099,-0.1635738,-0.09217965,-0.22110511,-0.1418798,0.20426084,1.8347692,-0.4840467,-0.049928147,-0.11259155
PROJECT_ID_0085,-0.6993666,-0.0017896798,0.76158965,-0.9434021,0.24537364,-0.4376909,0.8357975,0.75162756,0.15414926,0.6817296
PROJECT_ID_0086,-0.30618432,0.121826835,0.54124194,-0.90995127,0.4676216,-0.11750192,0.923106,0.6006474,0.15086256,0.6401446
PROJECT_ID_0087,-0.96585244,-0.720143,-0.2742026,-0.41393998,0.15726298,0.8312843,1.7433052,-0.3853159,0.47913322,1.2622265
PROJECT_ID_0088,0.23070388,-0.9778085,1.883378,0.0643817,0.3098842,-0.0141957365,0.45634592,0.04223868,0.2666397,-0.1268888
PROJECT_ID_0089,-0.9558626,-0.48201856,0.08879261,-0.05462823,-0.20087802,-0.10375161,0.9542006,0.015834803,0.5908434,-0.106307805
PROJECT_ID_0090,-0.8952697,-0.9597485,-0.022698117,-0.72963005,-0.50977063,0.5908568,1.1337171,0.5092465,0.078248195,0.0048353234
PROJECT_ID_0091,-1.0494709,-0.30456114,0.31315404,-1.2265325,0.7019244,-0.9860422,0.6594932,0.034096584,0.30816588,0.23465203
PROJECT_ID_0092,-1.08369,-0.35110533,0.30745992,-0.6714792,0.63903725,-1.1375647,0.5827033,-0.1997871,1.2351373,-0.27617046
PROJECT_ID_0093,-0.54383194,-0.1456742,0.44845343,0.28564486,0.70715255,-0.67828166,0.7255001,-0.35226476,-0.45688316,-0.88237214
PROJECT_ID_0094,-1.6345316,0.084351525,0.16641515,-0.31001827,-0.066221625,-0.31568053,1.4553616,-0.29917046,0.29530913,-0.31718326
PROJECT_ID_0095,-1.1413063,-0.328416,0.8766153,-0.4302223,-0.098495506,-0.091367126,0.97946835,-0.33304214,0.6984746,-0.5128584
PROJECT_ID_0096,-0.39603075,-0.40018317,0.9165462,-0.5022657,-0.47059003,0.016279582,0.84141266,0.97375494,0.678845,-0.019599643
PROJECT_ID_0097,-0.7740141,-0.28346935,0.8344803,0.10777776,0.62598324,-0.06108889,1.3416833,-1.0233533,-0.70255363,-0.3344893
PROJECT_ID_0098,-0.3435977,-0.28062195,0.99599695,-0.6516239,-0.49646336,-0.34927574,1.0246339,0.8117331,0.69996506,-0.34695068
PROJECT_ID_0099,-0.98523474,-0.21727918,0.517453,-0.60224897,0.048079796,-0.30008608,0.745222,0.052385405,1.2588475,-0.9494545
PROJECT_ID_0100,-1.0533372,-0.059898254,0.30709282,0.39961672,-0.18731484,-1.0142876,0.97875303,0.6844474,-0.14107533,-0.2062561
PROJECT_ID_0101,-0.8899044,-0.08314239,0.7134524,-0.070204966,0.5218698,-0.19984095,0.9366689,-0.63274246,-0.4126899,-0.76711583
PROJECT_ID_0102,-0.426799,-0.6778001,0.8188279,-1.0951196,0.7082906,0.3214291,0.59867764,-0.35519776,-0.28460294,0.013673115
PROJECT_ID_0103,-1.1437503,-0.61579126,0.10099359,-0.5452801,-0.44567505,-0.11621989,1.4151529,0.31465515,-0.5598626,0.07063789
PROJECT_ID_0104,-0.86899996,-0.63286364,0.4909808,-0.5276253,-0.29025948,0.48794997,1.155539,-0.23556459,0.22473176,-0.73944926
PROJECT_ID_0105,-1.6563563,-0.30594745,0.0774251,-0.50310785,-0.053305354,-0.71161795,1.2978996,-0.17450766,0.0727242,-0.3605394
PROJECT_ID_0106,-1.1715015,-0.45903483,0.20179941,-0.43834382,-0.54620886,0.23277618,1.4428856,0.35474563,-0.072359964,0.16404355
PROJECT_ID_0107,-1.0966994,-0.26939517,0.74279255,-0.5281468,-0.15516578,0.20675223,0.8240866,0.115196556,0.45960188,-0.82708013
PROJECT_ID_0108,-1.1160492,-0.2795874,0.7847026,-0.45795527,-0.22017743,0.2642749,0.8697234,0.09982917,0.4572437,-0.8531209
PROJECT_ID_0109,-1.1284174,0.18950409,0.37412202,-0.045681506,0.03638361,-0.49895474,0.6932313,0.73322356,0.2528422,-0.44381952
PROJECT_ID_0110,-0.6821419,-0.49661288,1.1076216,0.58718574,-0.3281958,-0.86620355,0.83539146,0.3697343,0.28518054,-0.5271977
PROJECT_ID_0111,-0.5050658,-0.6435906,0.09480395,-0.1361622,-0.56938195,-0.060038906,0.9667135,0.71955985,0.12470828,-1.0566782
PROJECT_ID_0112,-0.42974287,0.22109081,0.36309433,-0.079559244,0.44384027,-0.42291695,1.6680806,-0.5453905,-0.5921162,0.086400524
PROJECT_ID_0113,-0.74718773,-0.88620657,0.6141824,-0.033350278,-0.08474719,0.21299297,0.25478488,0.8132225,-0.50419205,-0.74449605
PROJECT_ID_0114,-0.9558942,-0.26106358,1.2771959,-0.7185341,0.6507403,-0.28723332,0.11831997,0.464358,-0.0821722,-0.061879557
PROJECT_ID_0115,-0.97357893,-0.49221793,1.00913,0.59004337,0.25285223,0.11607838,0.60623527,0.18082254,-0.9555455,-0.047905922
PROJECT_ID_0116,-1.3085834,-0.43819258,0.45764312,-0.51698714,-0.2705345,0.40657967,0.9364705,0.4563651,-0.07610906,0.09326585
PROJECT_ID_0117,-0.5444166,-1.4481487,0.9420231,-0.05118945,-0.09301653,0.17484604,0.53541225,-0.00963082,-0.62073284,-0.8531819
PROJECT_ID_0118,-1.8208866,-0.67776203,0.18423912,0.32102773,0.3880872,-0.7646507,0.63718706,-0.10247889,-0.2569713,0.24068983
PROJECT_ID_0119,-1.4623407,-0.36336192,0.4034287,-0.58192337,-0.26410314,-0.28177017,1.4317731,0.075404264,-0.3746165,0.18285875
PROJECT_ID_0120,-1.1563426,-0.28600848,1.018162,0.12943634,-0.19044574,-0.41863397,0.8255953,0.32790604,-0.51258165,-0.5718128
PROJECT_ID_0121,-1.3899547,-0.27062964,0.80063534,-0.22144811,-0.2756854,-0.12203985,0.9551566,0.37112987,-0.49673474,-0.42042562
PROJECT_ID_0122,-0.89872223,-0.2944481,1.106591,0.10486911,0.22454171,0.17239581,0.2965446,0.5650909,-0.30394337,-0.33176726
PROJECT_ID_0123,-0.7946815,-0.38224182,0.4077241,-0.35567644,-0.6515195,0.08297301,1.5047987,0.30464762,0.008450375,0.000663139
PROJECT_ID_0124,-1.3561687,-0.55823714,0.4427084,-0.84125423,-0.12893708,-0.78546673,1.1720955,0.048971124,-0.22220106,-0.42190662
PROJECT_ID_0125,-0.64522713,-0.3348179,0.7576644,-0.21750581,-0.37446636,0.44335997,1.2628258,0.17786536,-0.34791362,-0.122366354
PROJECT_ID_0126,-1.1200503,-0.32501072,1.1393573,-0.23904887,-0.05245652,-0.69778013,0.4633621,0.475597,0.14198442,-0.9751438
PROJECT_ID_0127,-0.7835455,-0.13167593,0.17026056,0.30947822,-0.2994289,-0.093293354,1.6563109,-0.16671044,-0.6095243,-0.59163594
PROJECT_ID_0128,-0.23332198,-0.2422387,-0.182971,0.4358226,0.58312094,-1.0305967,0.48890334,0.46546274,0.7388653,-0.24718577
PROJECT_ID_0129,-1.4798039,-0.5145939,0.5507796,-0.5938409,-0.29807284,0.42259502,1.0283937,0.29640406,-0.0028752482,0.13955235
PROJECT_ID_0130,-0.88842463,-0.21763672,1.1774937,-0.7219919,0.6125282,-0.39729938,0.20446333,0.4611533,-0.06116235,0.078693666
PROJECT_ID_0131,-1.2166924,-0.1583703,0.69215065,-0.08106002,-0.43902984,-0.29067227,1.3674401,0.18319419,0.16939062,0.20576987
PROJECT_ID_0132,-0.31297827,-0.6670283,1.5258145,-0.4177132,0.57258636,0.32148704,0.46294838,-0.19304988,-0.22112396,0.050165698
PROJECT_ID_0133,0.14083752,-0.49570483,0.5238961,-0.055979908,0.49890924,-0.4038044,0.3334677,0.5421639,-0.48682836,-0.6202119
PROJECT_ID_0134,-0.0859468,-0.563593,0.05648624,-0.76427776,0.55732316,0.084012985,0.48306912,0.3277005,-0.3288907,-0.3506049
PROJECT_ID_0135,-0.58247393,-0.5095763,0.19231871,-0.61799264,-0.11171435,0.71765435,1.0066985,0.18264286,-0.20474386,-0.48545426
PROJECT_ID_0136,-0.6101035,0.1539417,-0.36621612,-0.2523324,0.4679464,-1.0119017,0.78270996,0.55097187,0.916933,-0.36640954
PROJECT_ID_0137,-1.1502656,-0.21186072,0.58834964,-0.20034951,-0.007449272,0.29757437,0.97443455,0.19825391,-0.8832913,-0.6939695
PROJECT_ID_0138,-0.8483693,-0.7617592,1.0817318,-0.11241307,-0.40848628,0.37776187,0.6491653,0.6609832,-0.42883998,-0.37643814
PROJECT_ID_0139,-1.2911987,-0.39491853,0.4141467,-0.50011486,-0.2694171,0.38832438,0.96886796,0.45713902,-0.031395487,0.12239231
PROJECT_ID_0140,-0.8500868,-0.9113366,1.0604107,0.57496274,-0.3240613,-0.10587492,0.9873257,-0.39317182,0.09024705,-0.7970767
PROJECT_ID_0141,-1.049587,-0.41534996,0.66709405,-0.6996676,0.08281391,0.27965626,0.65526384,0.3895126,-0.24433066,0.14886284
PROJECT_ID_0142,-1.0257204,-0.30571014,0.4870794,-0.2720927,-0.3988584,0.3199435,0.8692084,0.5781218,0.2700937,-0.3584942
PROJECT_ID_0143,-1.2598697,-0.3998959,0.43596324,-0.36220118,-0.4134747,0.44150263,0.993044,0.48571655,0.09827811,-0.0930565
PROJECT_ID_0144,-0.88688636,-0.1481079,1.2533531,-0.34311542,0.25087085,-0.6570379,0.37039143,0.68314886,-0.42823365,-0.7905943
PROJECT_ID_0145,-0.59267014,-0.65821856,-0.07746288,-0.24854594,0.071588546,0.13885623,0.77663565,0.33290935,-0.81805754,-0.9156783
PROJECT_ID_0146,-1.5505757,-0.10069239,0.016023008,0.37135717,-0.18663602,-0.27518925,1.1460892,-0.023822784,0.7566522,-0.39116195
PROJECT_ID_0147,-0.08837833,-0.96059275,0.1120034,-0.274302,0.39448193,0.17435588,0.92232114,-0.51250196,-0.38919848,-0.044794217
PROJECT_ID_0148,-1.2638438,-0.10127732,-0.17488804,0.091453016,-0.29109448,-0.7997683,1.3660486,0.3310809,0.24300067,-0.15577154
PROJECT_ID_0149,-0.8252784,-0.49814817,0.5841295,-0.92867225,0.1469076,0.41543406,0.5277647,0.4449278,-0.09855873,-0.12551665
PROJECT_ID_0150,-1.2830956,-0.25623885,0.7914337,-0.038813367,-0.4016713,0.31297964,0.96118045,0.5709102,-0.10663906,0.042210825
PROJECT_ID_0151,-1.2518578,-0.27703026,0.85768336,-0.07335851,-0.4001912,0.34339413,0.9645049,0.53295225,-0.122751825,0.0015697943
PROJECT_ID_0152,-1.2619438,-0.23604591,0.80018127,-0.053627517,-0.38107696,0.27824998,0.984791,0.50846976,-0.08007955,-0.0022560433
PROJECT_ID_0153,-1.4569583,-0.70846665,0.5047636,-0.9532462,-0.20135352,0.0071802423,0.8174777,0.27395943,-0.025171306,-0.26851028
PROJECT_ID_0154,-0.6792391,-0.19739805,0.49617785,0.36003774,0.23887074,0.3693084,0.9952716,0.12445406,-1.0898083,-0.3903414
PROJECT_ID_0155,-1.387379,-0.298108,0.5694902,-0.25508353,-0.4570714,-0.08371124,1.4224069,0.26946527,0.14794603,0.46954495
PROJECT_ID_0156,-0.3530692,-0.95629805,0.9617317,0.72278136,-0.09600024,0.026507614,0.5139354,0.31296173,-0.62879604,-1.0916287
PROJECT_ID_0157,-1.1091751,0.21098328,0.23628455,-0.2754437,0.05418931,-0.97742915,0.8371393,0.8830936,-0.06391631,-0.48013544
PROJECT_ID_0158,-0.20461722,-0.36772516,0.17892583,-0.35157987,-0.18051668,-0.34686536,1.2611132,0.29469693,-0.7326657,-0.5006969
PROJECT_ID_0159,-0.55394053,-0.5856051,-0.23842023,0.18505427,0.054701917,0.11840387,0.91176265,0.01555302,-0.5558396,-1.2248596
PROJECT_ID_0160,-1.5207154,-0.11982624,-0.08399367,-0.6779064,0.0970871,-0.67592114,1.0420644,0.02096271,0.039153613,-1.0276475
PROJECT_ID_0161,-1.5465363,-0.1447738,-0.041008215,-0.5855733,0.10183394,-0.6579503,1.0241112,-0.028398545,0.08423534,-1.0308379
PROJECT_ID_0162,-0.33955547,0.051202785,0.17940813,-0.55599535,0.22139049,-1.0826373,1.8813858,-0.56365573,0.5172147,0.13951564
PROJECT_ID_0163,-0.36035043,-0.84270126,0.648909,-0.17970784,-0.51005095,0.4185974,0.87029225,0.34670863,0.41099828,-0.55976266
PROJECT_ID_0164,0.26199335,-0.66502774,0.39086846,0.75351816,0.45419836,0.605754,0.71754944,-0.47028452,0.7096933,-0.48732528
PROJECT_ID_0165,-0.099441454,-0.37104878,-0.25840184,-0.9446689,-0.18117361,-0.46313047,1.2569417,0.8364313,-0.23390663,-1.1002898
PROJECT_ID_0166,-0.9900774,0.1898835,-0.1263149,-0.28488204,0.087173045,0.22780736,1.235735,-0.005846279,0.10236945,-0.49177396
PROJECT_ID_0167,-0.98083305,0.14964531,-0.120174244,-0.20458032,0.05764111,0.28861094,1.202276,0.033055376,0.1248697,-0.4922023
PROJECT_ID_0168,-1.204033,-0.06690074,0.30208188,-0.112966925,-0.40439686,-0.35858136,1.3109343,0.31032273,-0.17999241,-0.5079966
PROJECT_ID_0169,-0.8134731,0.019676913,-0.146083,-0.054746654,-0.13334994,-0.08581228,1.5058824,-0.069534,-0.38012633,-0.80302346
PROJECT_ID_0170,0.025008492,-1.2582731,0.87943476,-0.41313294,0.17772152,-0.47851315,0.33347142,0.024022358,0.35134152,-0.9210217
PROJECT_ID_0171,-0.5600757,-0.37094596,0.020975385,0.32958442,-0.4166226,0.34847087,1.112773,0.31760675,0.21708421,-0.7135663
PROJECT_ID_0172,-0.48436713,-0.26778,0.1946213,-0.4193127,-0.071026646,0.45304263,0.99264234,0.17931223,-0.019473357,-0.703199
PROJECT_ID_0173,-0.15847765,-0.7609284,0.19817497,-0.28886652,0.34838787,-0.1621648,0.29669845,0.16797058,1.4193803,-0.7002227
PROJECT_ID_0174,-0.9554695,-0.25959492,1.054092,-0.7297831,0.6073561,-0.058701966,0.20091355,0.29190716,-0.02493289,-0.21744749
PROJECT_ID_0175,-0.6660784,-0.45157373,-0.27385837,0.58330065,0.29455644,-0.2624137,0.8101743,-0.12276961,0.022685766,-0.052399177
PROJECT_ID_0176,0.03187157,-0.16431154,0.6036708,0.32948628,0.30144468,-0.3420755,1.0527648,-0.12984248,-0.13774809,0.19273092
PROJECT_ID_0177,-0.6727496,-0.22621161,0.49631223,0.4325927,0.20608194,0.39582387,0.99870676,0.12577976,-1.0402477,-0.37472326
PROJECT_ID_0178,-1.2283325,-0.6741944,0.5591839,-0.5310876,-0.2506273,0.63754046,0.9894958,0.28318292,-0.33957,0.21416838
PROJECT_ID_0179,-0.55229795,-0.6424657,0.01665709,0.8736613,-0.091375366,-0.24500461,0.5464678,0.5322,0.110041685,-0.8906409
PROJECT_ID_0180,-0.43499708,-0.52888656,-0.47946414,-0.90887076,-0.35372895,-0.13079311,1.2659293,0.68020487,0.2357695,-0.4037803
