,0,1,2,3,4,5,6,7,8,9
PROJECT_ID_0034,-1.6773919,-0.4810666,-0.6667821,0.8021242,0.6335871,-0.44557273,-0.3104242,1.308408,0.21411806,0.026126653
PROJECT_ID_0035,-1.6009958,-0.16492003,-1.2060993,0.72119206,0.12456933,0.009740702,-0.659637,1.7057298,-0.39613622,-0.30889398
PROJECT_ID_0036,-0.35953063,0.01220249,-1.565004,-0.5069479,0.37053585,0.83969545,0.043634273,1.6853952,0.7357272,0.24354775
PROJECT_ID_0037,-1.501164,-0.21033882,-1.2187527,0.6047364,0.012302377,0.10800963,-0.7378567,1.6012428,-0.38747922,-0.26220754
PROJECT_ID_0038,-0.78786916,-0.22407152,-0.71637255,0.72314435,0.30199194,0.015674368,0.1565757,1.4027127,0.44205335,0.33104792
PROJECT_ID_0039,-0.7890501,0.20813088,-1.3338994,-0.27792427,0.48815018,-0.66791,0.11690964,1.1762513,0.010430843,-0.005486797
PROJECT_ID_0040,-0.8636375,-0.03085992,-1.341867,-0.02771868,0.6933697,-0.35570896,-0.6470731,0.8027165,0.30985886,-0.023522047
PROJECT_ID_0041,-0.5856943,-0.5997165,-1.053922,0.8463791,0.4602055,0.07373403,-1.0417253,1.5265605,0.294942,-0.35993198
PROJECT_ID_0042,-0.8490971,-0.6405058,-1.0915694,0.8218229,0.052907787,0.43887,-0.73708194,1.4492215,0.41255218,-0.2209229
PROJECT_ID_0043,-1.0127974,-0.3054187,-1.6515987,-0.006999442,-0.32907078,-0.5434454,-0.056773067,1.1231288,0.2657942,-0.09908674
PROJECT_ID_0044,-1.2797492,0.4262804,-1.4425106,-0.53278315,0.6643237,0.5629476,-0.18062349,1.1216164,0.4814123,0.25241464
PROJECT_ID_0045,-1.0063334,-0.19268379,-0.9754496,0.38587674,0.18237562,-0.43581852,0.2782577,1.2342589,0.06218912,0.32797262
PROJECT_ID_0046,-1.7941391,-0.5681522,-0.71735847,0.11674665,0.47358152,-0.19529904,-0.005724502,0.40056965,0.6436452,0.5580295
PROJECT_ID_0047,-1.8682247,-0.5286622,-0.69423777,0.1737021,0.49664536,-0.13446526,-0.011928081,0.408725,0.6121303,0.6200834
PROJECT_ID_0048,-1.5181894,-0.45847622,-0.55266345,0.7687709,0.6775829,-0.44166932,-0.4413724,1.2946628,0.14857638,0.03142916
PROJECT_ID_0049,-0.81899565,0.19959404,-0.8550779,0.20361404,0.25784275,-0.5268844,-0.18340209,1.3065093,0.87690955,0.10432543
PROJECT_ID_0050,-1.5123932,0.04210477,-1.0458047,0.5327086,0.20609546,-0.2650376,-0.5178556,1.3817842,0.3785313,-0.6013359
PROJECT_ID_0051,-1.163595,-0.9198363,-1.0938829,0.8587421,0.06556444,0.18529874,-0.8702718,1.4538913,0.6397354,-0.18952624
PROJECT_ID_0052,-0.7761678,-0.35508406,-0.7516334,0.44247127,0.64499307,-0.2366948,-0.37833068,0.69204545,1.0885221,0.19808327
PROJECT_ID_0053,-1.6057377,0.004573095,-1.432617,-0.57687074,0.40346283,0.5740237,-0.45829338,0.636122,0.45252514,0.24550584
PROJECT_ID_0054,-1.049115,0.41243833,-1.0280894,0.06814454,0.7072899,-0.45628512,-0.56347054,0.96004105,0.52584994,0.35587487
PROJECT_ID_0055,-1.5293083,-0.05468013,-1.3166177,0.7121543,0.18128471,0.08451677,-0.795643,1.724046,-0.41516277,-0.34870124
PROJECT_ID_0056,-1.0689179,-0.16467519,-0.6187619,0.8980021,0.54187363,0.40130693,-0.7088418,0.9161984,1.3378904,-0.036038514
PROJECT_ID_0057,-1.3927844,-1.0178757,-1.3144529,0.6535904,-0.56468195,0.042111076,0.049902443,0.80316794,0.3823038,-0.3404714
PROJECT_ID_0058,-1.1262629,-0.30272028,-1.5126437,0.30667236,-0.10048112,0.88878965,-0.6404925,0.8491011,0.3240709,-0.5980318
PROJECT_ID_0059,-1.7849933,-0.8789294,-1.1882354,1.0022575,-0.31564465,0.2422426,-1.0588259,0.3405124,-0.2482737,0.26839232
PROJECT_ID_0060,-1.6381559,-0.55978787,-0.9392885,0.42900112,0.23640206,0.15088527,-0.7094139,1.68641,0.40237555,0.21353927
PROJECT_ID_0061,-1.3953284,-0.23054974,-0.68533957,0.5878606,-0.29404628,0.3015858,0.6272496,1.8662859,0.74869275,-0.15415165
PROJECT_ID_0062,-1.2009325,-0.662966,-0.5563318,1.082791,0.28588194,0.38997704,-0.3660452,0.53464586,0.9638634,0.45362836
PROJECT_ID_0063,-1.2417285,-0.51101893,-1.2325608,0.8632245,-0.2954391,0.20179944,-0.35561913,0.64424044,0.2744222,-0.3120651
PROJECT_ID_0064,-1.4946219,0.19265826,-1.3234551,-0.4232188,0.09519917,1.0407526,-0.14612809,1.5907922,0.43886217,0.4483999
PROJECT_ID_0065,-1.501411,-0.49264959,-0.7212609,0.5427567,-0.06271578,-0.12948908,-0.32322523,1.303106,-0.18849373,0.73113084
PROJECT_ID_0066,-1.6782206,-0.2839858,-0.7066877,0.35102895,0.12067349,-0.30112782,0.11107501,1.1672899,0.68655676,0.12422814
PROJECT_ID_0067,-1.4233032,0.03743514,-1.1564082,-0.021949098,0.5783019,0.29107028,-0.19091465,0.9540914,0.46314117,-0.22251227
PROJECT_ID_0068,-0.6977137,-0.42424268,-1.5064651,0.10201094,-0.41498837,-0.644368,-0.3613773,1.3344012,0.36460432,-0.36021194
PROJECT_ID_0069,-0.879886,-0.37050825,-1.2876579,0.39872912,0.5419896,0.055768542,-1.0152804,0.8950771,-0.09152732,0.036664516
PROJECT_ID_0070,-0.97448516,0.29721892,-1.2475806,0.14348665,0.03934111,0.05915752,-0.006955988,0.66551954,0.27691734,0.2857406
PROJECT_ID_0071,-1.2043648,-0.11706581,-1.2229348,0.76378363,-0.0572124,0.6600942,-0.5066239,1.3631485,-0.36081573,-0.3861102
PROJECT_ID_0072,-1.3497087,0.015859297,-1.2873323,0.6452743,0.052301396,0.55918455,-0.44114527,1.4803256,-0.5207806,-0.38790876
PROJECT_ID_0073,-0.748522,0.103347726,-1.0832386,0.39876768,0.19495666,0.4826227,-0.13924909,1.0117514,0.005419244,0.5972643
PROJECT_ID_0074,-1.2510788,0.67125684,-1.2177829,-0.16652673,0.30296642,0.60973305,0.05003278,0.6368198,0.6308284,0.3544659
PROJECT_ID_0075,-0.932958,0.112727694,-1.4567512,0.17661431,-0.40028507,0.13396141,-0.014206449,1.2344794,0.32356605,-0.03573317
PROJECT_ID_0076,-0.6419986,-0.1933228,-1.4340192,-0.15347587,0.074292645,-0.2081266,0.3898265,1.140144,1.2755584,0.7333953
PROJECT_ID_0077,-0.4914088,0.3551874,-1.3322512,0.06069979,0.29131103,-0.3757192,0.11176955,1.7336471,0.08458322,0.61393285
PROJECT_ID_0078,-1.232159,0.21326514,-1.0333742,0.08886161,0.8675306,0.49322402,-0.52414495,0.6655587,0.34649193,0.86583585
PROJECT_ID_0079,-0.8277,0.20522434,-1.1654737,0.20751335,0.4226116,0.38638255,-0.11653969,1.0134882,0.14616188,0.47445837
PROJECT_ID_0080,-0.78718007,0.6058853,-1.2917703,-0.22101074,0.9168941,-0.020817785,-0.20030625,1.3884649,0.79654175,0.24465565
PROJECT_ID_0081,-0.9405607,0.60111845,-1.1961513,-0.099629104,0.7855456,0.18931136,-0.31455892,1.1544333,0.83458936,0.028083324
PROJECT_ID_0082,-0.043903627,-0.31398734,-1.1865938,0.13928922,0.6262139,0.5388965,-0.7645643,1.4597878,-0.06816519,1.1931394
PROJECT_ID_0083,-0.64758444,-0.9681385,-0.8842971,0.9092961,0.2883386,-0.36250302,-0.44369662,1.5471107,0.58192265,-0.047730897
PROJECT_ID_0084,-1.3370472,0.12628134,-1.0365071,0.37309355,0.26459426,0.36960688,0.03419882,0.51417994,1.1850744,-0.043892685
PROJECT_ID_0085,-0.91920704,0.068826206,-1.3879961,-0.16390696,0.9713394,-0.23998609,-0.8481177,0.94574153,0.10465738,-0.15842843
PROJECT_ID_0086,-0.75383234,0.21308169,-1.5530633,0.16379213,0.8843135,-0.15800051,-0.69657123,0.65807873,0.20525743,-0.1341171
PROJECT_ID_0087,-1.6235735,-0.020625442,-1.6191283,-0.314722,0.6909629,0.6919174,-0.22472069,0.6456303,1.1468966,-0.9340774
PROJECT_ID_0088,-1.213328,-0.5206655,-1.2329078,0.6117692,0.3758377,-0.36725852,-1.1125001,0.3362414,0.43954995,0.6448703
PROJECT_ID_0089,-1.479245,-0.45103782,-0.59129405,0.20824516,0.31241006,-0.34956187,0.19269317,0.8702966,0.541602,0.3334597
PROJECT_ID_0090,-1.0494516,0.48998877,-0.99748105,0.11681114,0.9859886,0.92593986,-0.5990843,0.8900804,0.97452134,0.14785348
PROJECT_ID_0091,-0.8336126,-0.43696335,-1.338593,-0.1008015,0.69907475,-0.16915238,-0.51673317,1.2697406,0.48178917,-0.26483867
PROJECT_ID_0092,-0.56444395,-0.81513,-1.0551604,-0.16799726,0.80258006,-0.7881123,-0.2066821,1.4976311,0.8669332,-0.11252861
PROJECT_ID_0093,-0.72716254,-0.5203682,-1.4963483,0.1190749,-0.1505902,-0.2287002,-0.07822245,1.2635213,0.07818312,-0.22565009
PROJECT_ID_0094,-1.6290344,-0.09320876,-1.0073577,0.09228721,0.14073111,-0.36674383,0.43048912,1.421255,0.6549016,-0.48250496
PROJECT_ID_0095,-1.0336648,-0.1867412,-0.8522607,0.38944152,0.534078,-0.43493205,-0.3999649,0.8831301,0.92147046,-0.005368957
PROJECT_ID_0096,-0.813588,0.22920051,-1.1385684,0.09247267,1.0203813,-0.2988904,-0.66260445,0.9103371,0.40445858,0.5275232
PROJECT_ID_0097,-1.5372325,-0.7138304,-1.2876102,0.80671394,-0.3348579,0.07387581,-0.042361833,0.4671848,0.31674707,-0.37222454
PROJECT_ID_0098,-0.70914704,0.22995526,-1.0474311,0.038943153,0.5933885,-0.5615881,-0.7208924,1.0444812,0.5551881,0.58318657
PROJECT_ID_0099,-0.51642644,-0.14723527,-0.95435894,0.34515658,0.65445286,-0.5337139,-0.11555499,0.99398136,1.0661589,0.25899446
PROJECT_ID_0100,-1.313009,0.020844067,-1.1306378,-0.34281537,0.116242506,-0.4257757,0.19975482,0.92311096,0.23836964,0.3794341
PROJECT_ID_0101,-1.2901928,-0.6937685,-1.0279119,0.8345266,-0.23223568,-0.18746622,0.01678116,0.7595487,0.2237487,-0.08605371
PROJECT_ID_0102,-0.8319221,-0.4915689,-1.2439189,0.86792725,0.4334793,0.3968042,-0.96736455,0.7434922,0.14352007,-0.10290873
PROJECT_ID_0103,-1.8018261,0.4962758,-1.0326821,0.073049925,0.11511191,0.52756864,-0.30143857,1.1771982,0.35030115,0.103397384
PROJECT_ID_0104,-1.1470608,-0.25344902,-0.54119116,0.70551056,0.41179046,0.28484508,-0.2085493,0.7809819,0.84941465,0.25351262
PROJECT_ID_0105,-1.5092065,-0.36822152,-0.6970932,0.34764636,0.15619723,-0.20458904,0.3514317,1.0056704,0.65869457,0.12770015
PROJECT_ID_0106,-1.3971488,0.41704178,-1.1112995,-0.10395959,0.53606063,0.32227945,-0.2881325,0.8036689,0.8589464,-0.0866352
PROJECT_ID_0107,-1.1393238,-0.1322725,-0.56302106,0.9373822,0.39935952,-0.2321144,-0.026001912,0.7525279,0.8559514,0.31485173
PROJECT_ID_0108,-1.2136915,-0.2842815,-0.5071563,0.7970403,0.53244394,-0.17858566,-0.047521297,0.6777935,0.7865282,0.3101433
PROJECT_ID_0109,-1.2374034,-0.14667888,-0.846511,0.36256698,0.45619172,-0.40633458,0.3269279,0.92186,0.2559858,0.49902537
PROJECT_ID_0110,-1.2842484,-0.14898379,-1.0423985,-0.011645131,0.09532544,-0.7450987,-0.2957917,0.68774015,0.5239151,0.8445542
PROJECT_ID_0111,-0.98312926,0.24040806,-0.7758346,0.29280967,0.18653339,0.37772536,-0.05544143,0.96104383,0.7350563,1.0491167
PROJECT_ID_0112,-1.5154704,-0.28266948,-1.3936869,0.2385083,-0.23379016,-0.06508275,0.001959745,0.6821105,0.29287305,-0.34455487
PROJECT_ID_0113,-1.341614,-0.34132433,-0.79285747,0.6861242,0.20873685,0.24454017,-0.3601172,1.0494561,-0.28628716,1.0459572
PROJECT_ID_0114,-1.0423895,-0.40990648,-1.1484379,0.4517543,0.7341963,-0.3936161,-0.74240816,0.8316384,-0.09509881,0.17693663
PROJECT_ID_0115,-1.877574,-0.60062456,-0.8771105,0.63760746,-0.1756551,-0.10758352,0.03509771,0.50770235,-0.2757352,0.27012596
PROJECT_ID_0116,-1.6459498,0.056072585,-0.6978465,0.2983987,0.843246,0.17412636,-0.26043212,0.75056314,0.48301944,0.12661636
PROJECT_ID_0117,-1.6127592,-0.61449087,-0.97852707,0.74888647,-0.09278633,0.23542322,-0.79245937,0.92485636,-0.10275874,1.0382046
PROJECT_ID_0118,-1.8963181,-0.85517603,-0.6674662,0.32109275,0.66515267,0.30715257,0.10880641,0.5681104,0.7896305,0.22890063
PROJECT_ID_0119,-1.8393917,-0.14466919,-0.819502,0.28207627,0.31013137,0.19159982,-0.20133531,0.9003108,0.6391285,-0.11788052
PROJECT_ID_0120,-1.7006447,-0.32428777,-0.6414744,0.38899013,0.18467005,-0.33420345,-0.22246799,0.6665375,0.06218378,0.55444
PROJECT_ID_0121,-1.7115,-0.035614092,-0.6707924,0.46048406,0.36051297,-0.06406597,-0.16853961,0.6243673,0.38954777,0.4679796
PROJECT_ID_0122,-1.4685245,-0.46587488,-0.700769,0.72833,0.5505118,-0.28893855,-0.053811938,0.60884315,-0.24247323,0.57229203
PROJECT_ID_0123,-1.2881101,0.42332906,-1.0996376,0.017850298,0.42737323,0.19720851,-0.45373145,0.80875826,0.8428162,-0.010336483
PROJECT_ID_0124,-1.5099987,-0.2390046,-0.8753977,0.25399062,0.02680399,-0.13818793,-0.42390138,1.5401164,-0.09120706,0.404388
PROJECT_ID_0125,-1.2979214,0.20842013,-1.1684289,0.34387723,0.46651286,0.30481377,-0.40970138,0.47430617,0.75443673,0.07436688
PROJECT_ID_0126,-0.93464917,-0.1521564,-0.8225037,0.3636658,0.3910876,-0.50050426,-0.33498743,0.8884538,0.3514183,0.6591511
PROJECT_ID_0127,-1.4940101,0.035966527,-1.0174563,0.5071821,-0.3264652,0.16803353,0.25576037,0.5633077,0.75415707,0.276273
PROJECT_ID_0128,-0.6469351,-0.3318266,-1.3971324,-0.3516904,0.15145785,-0.40563235,0.50905716,1.3349026,0.3711592,0.5511784
PROJECT_ID_0129,-1.6881974,-0.17782371,-0.55013835,0.46412134,0.7372278,0.18227524,-0.231662,0.7179847,0.6295195,-0.010669202
PROJECT_ID_0130,-0.90329397,-0.53645486,-1.1030605,0.399604,0.811985,-0.41229326,-0.69670004,0.90265214,-0.32599786,-0.049441874
PROJECT_ID_0131,-1.6240557,0.14026493,-0.73508847,-0.024308117,0.5805714,-0.22663131,-0.27288148,0.40083286,0.9473985,0.3199039
PROJECT_ID_0132,-1.0399439,-0.6745375,-1.0802075,0.8875603,0.40938213,-0.04712084,-1.1310917,0.4602839,0.051071897,-0.008638084
PROJECT_ID_0133,-0.66974956,-0.3328519,-1.1654006,0.58123195,-0.31592458,0.018864967,-0.25810334,0.9953327,0.01395463,0.80504465
PROJECT_ID_0134,-0.44740102,0.0061225714,-1.3561465,0.5185645,0.14994597,0.50104004,-0.46060774,0.9542509,0.05069423,0.15679406
PROJECT_ID_0135,-0.9132882,0.24238108,-1.1120806,0.4437731,0.5425103,0.67657447,-0.4587438,0.7008675,0.6249809,0.10452335
PROJECT_ID_0136,-0.5008273,-0.1460197,-1.1545824,-0.3766576,0.50897866,-0.51075065,0.34587178,1.4566959,0.42672896,0.22479656
PROJECT_ID_0137,-1.5469576,-0.03755183,-0.78652686,0.78022814,0.0978877,0.4858014,-0.1060905,0.39383382,0.38724568,0.28485382
PROJECT_ID_0138,-1.7246077,0.0027532931,-0.64311826,0.51978546,0.6446802,0.32923362,-0.64807093,0.32740548,0.32115635,0.95403975
PROJECT_ID_0139,-1.4556339,0.09189933,-0.8184189,0.29638553,0.8135823,0.29422972,-0.25219998,0.6668407,0.4319528,0.13908386
PROJECT_ID_0140,-1.5899575,-0.3993895,-0.58979017,0.37812898,0.05079231,-0.17916514,-0.1840948,0.42838967,0.84750867,0.7723045
PROJECT_ID_0141,-1.1305376,0.010627482,-0.94658464,0.35278675,0.9374942,0.4192427,-0.6984895,0.70817363,0.23643059,0.10098932
PROJECT_ID_0142,-1.3091711,-0.0014911535,-0.6250503,0.5141658,0.6321906,-0.016368417,0.042166606,0.6652897,0.6173595,0.5008415
PROJECT_ID_0143,-1.5018401,0.024093872,-0.5482613,0.34083256,0.71690995,0.18560125,-0.13856457,0.63713557,0.7141013,0.27658474
PROJECT_ID_0144,-1.2304542,-0.570798,-0.86755675,0.65771204,0.18366256,-0.6755938,-0.27940553,1.0691444,-0.40108368,0.57680583
PROJECT_ID_0145,-1.0394652,-0.121110916,-0.8742394,0.677724,-0.014133684,0.4241644,-0.06550172,0.9772492,-0.05797705,0.5119036
PROJECT_ID_0146,-1.6505765,-0.35999742,-0.7221033,0.05714519,0.13800758,-0.45765465,0.6820557,1.0351654,0.5749469,0.21007419
PROJECT_ID_0147,-1.142904,-0.36031067,-0.9867574,0.7502155,-0.02113592,0.7694063,-0.2929628,0.7184329,0.5975586,0.30069855
PROJECT_ID_0148,-1.650014,0.006314763,-0.924018,-0.17972523,-0.03441537,-0.059357233,0.51205474,1.0065272,0.7538115,0.45184976
PROJECT_ID_0149,-1.0129734,0.0057463837,-1.0394603,0.5103006,0.8246736,0.2905195,-0.6187016,0.80378,0.4121565,0.0390319
PROJECT_ID_0150,-1.4373938,0.22235456,-0.8701712,0.13175032,0.94149315,0.20977303,-0.46362022,0.47893092,0.43945992,0.2311703
PROJECT_ID_0151,-1.3798196,0.26048243,-0.8530772,0.13735114,0.8023569,0.2546644,-0.4811763,0.5261754,0.47540766,0.2577015
PROJECT_ID_0152,-1.4185933,0.25437906,-0.9423892,0.06373411,0.80848175,0.15915957,-0.5419402,0.4721909,0.5797412,0.24505827
PROJECT_ID_0153,-1.6789776,-0.2392626,-0.71839684,0.48056957,0.8210664,0.15205969,-0.4401961,1.3992581,0.471858,0.09510129
PROJECT_ID_0154,-1.5612859,-0.35080802,-1.0699191,0.8163741,-0.21785717,0.3872576,0.19386292,0.5039021,-0.06074227,0.16810733
PROJECT_ID_0155,-1.7766384,0.1797361,-0.80178314,-0.17904902,0.71925163,0.06658153,-0.25515372,0.5117212,0.853261,0.09945721
PROJECT_ID_0156,-1.4559915,-0.48617968,-0.9966364,0.63243014,-0.45205304,-0.030686587,-0.20774844,0.88749605,-0.4658554,1.2223095
PROJECT_ID_0157,-1.1977197,-0.266442,-0.92143685,0.14165086,0.27455625,-0.67292255,0.2956237,1.2895794,-0.074391596,0.47377387
PROJECT_ID_0158,-0.9823281,0.27561733,-0.95785946,0.484993,-0.22292621,0.481489,-0.22869512,0.8647419,0.41048968,0.46987575
PROJECT_ID_0159,-1.233626,-0.22779931,-1.1882951,0.5290397,-0.4547256,0.5390767,-0.09302696,1.2645388,-0.4861137,0.5648126
PROJECT_ID_0160,-0.69757545,-0.3837722,-0.72762257,0.7676334,0.3499518,-0.100329116,-0.3709822,1.9904081,0.67235124,-0.14927566
PROJECT_ID_0161,-0.65161747,-0.31240973,-0.72817516,0.80393755,0.34492,-0.09151446,-0.43766063,2.0515833,0.6560591,-0.12611514
PROJECT_ID_0162,-0.9405532,-0.047997445,-1.5926007,-0.31696156,0.0053482307,-0.5260237,-0.30143937,1.0342822,1.2399919,-0.34058782
PROJECT_ID_0163,-0.62174004,0.18147823,-0.7980905,0.28410274,0.6122424,0.26677993,-0.628439,0.7839101,1.0761089,0.59380513
PROJECT_ID_0164,-0.93192774,-0.455845,-1.1334206,0.8241489,-0.17182308,-0.060173504,0.17081802,0.51701176,0.8486669,0.54542255
PROJECT_ID_0165,-0.58275354,0.1969504,-0.88603175,0.6762063,-0.080234855,0.51130724,0.18794811,1.2733754,0.63066673,0.87001306
PROJECT_ID_0166,-1.1411443,-0.029432341,-0.954509,0.6326952,0.19333401,0.10645922,0.34215388,0.78364176,0.59775615,0.029246079
PROJECT_ID_0167,-1.2122245,-0.11966517,-0.9270197,0.5828857,0.08189097,0.1805727,0.3516975,0.7200764,0.48871708,0.042650767
PROJECT_ID_0168,-1.528187,0.044708613,-0.7936463,0.36625272,0.14203696,-0.15858838,0.21619387,0.75762224,0.5344155,0.33272427
PROJECT_ID_0169,-1.2733077,0.011057081,-0.9467135,0.5214539,-0.16543587,0.14033763,0.3968516,0.8576051,0.44134742,0.25147092
PROJECT_ID_0170,-0.5228945,-0.3341179,-1.3299441,0.2530201,0.24309745,-0.07861438,-0.6711363,1.2505714,0.48131573,0.686482
PROJECT_ID_0171,-0.9178357,0.3933623,-0.92039627,0.14002003,0.2963829,0.17676868,0.084281646,0.76091915,0.73749435,0.6745357
PROJECT_ID_0172,-0.9676373,0.05665452,-0.81967396,0.6352118,0.32049516,0.50025034,-0.05646262,0.7613621,0.6468523,0.26204735
PROJECT_ID_0173,-0.49102017,-0.6875453,-0.8435773,0.44590724,0.6644951,-0.064384066,0.1260648,1.1241989,1.1759539,0.75799686
PROJECT_ID_0174,-1.0262295,-0.42678842,-1.1635467,0.46780312,0.6975415,-0.2763995,-0.43562272,0.8708197,-0.1824337,0.04536462
PROJECT_ID_0175,-1.1715302,-0.24155895,-0.9551355,0.15133485,0.14387345,0.21619761,0.32489735,0.6332757,0.6585635,0.41350836
PROJECT_ID_0176,-1.3308128,-0.37053543,-1.1707246,0.27951476,-0.1813973,-0.27392724,-0.34653443,0.4230754,0.17746365,0.32108164
PROJECT_ID_0177,-1.6961534,-0.30782261,-1.0650477,0.68512076,-0.19759777,0.2934754,0.0849777,0.44522497,-0.10478883,0.16264784
PROJECT_ID_0178,-1.7582136,0.0167697,-0.8760972,0.38573056,0.77711457,0.5695317,-0.43759254,0.5794297,0.5310673,0.10418173
PROJECT_ID_0179,-1.1695715,-0.0815342,-0.9257455,0.2117451,-0.07380783,-0.016843578,0.57298577,0.7962708,0.56107825,1.0677497
PROJECT_ID_0180,-0.83859646,0.6334677,-1.1358227,0.02003142,0.39397326,0.38963625,0.042649403,1.3196471,0.53550833,0.50846034
PROJECT_ID_0181,-0.35149977,-0.17224568,-1.3301511,-0.06840107,0.45827964,-0.09352475,0.45513475,1.2336187,1.458873,0.3111531
